เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน
'0105552104942,บริษัท โปร เห็ด จำกัด,"PRO MUSHROOM CO.,LTD.",,การเพาะเห็ด,470 ถนนบางขุนเทียนชายทะเล แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,30/9/2552,30 กันยายน 2552,800000000,"กรรมการ: นายสงคราม ชีวประวัติดำรงค์, นางพัชราพร เลาลิขิตนันท์, นายเติมศักดิ์ ชีวประวัติดำรงค์",,False,'034852555,www.facebook.com/promushroomth,,https://www.dataforthai.com/company/0105552104942/,,,,,,,,,
'0215555005049,บริษัท ฟาร์มเห็ดระยองแอนด์วีวีไบโอเทค จำกัด,RAYONG MUSHROOM FARM & VIVI BIOTECH COMPANY LIMITED,ผลิตจำหน่ายเห็ด,การเพาะเห็ด,91 หมู่ที่ 5 ตำบลเนินฆ้อ อำเภอแกลง จ.ระยอง 21110,ยังดำเนินกิจการอยู่,24/8/2555,24 สิงหาคม 2555,52000000,"กรรมการ: นางสาวนีรนุช ผุดผ่อง, นายเซนหลิน หลี่",,False,'038037657,https://www.facebook.com/ryvvmushroom,,https://www.dataforthai.com/company/0215555005049/,,,,,,,,,
'0925561001690,บริษัท วู้ดเวอร์คฟาร์ม จำกัด,WOODWORK FARM COMPANY LIMITED,,การเพาะเห็ด,105/1 หมู่ที่ 3 ตำบลหนองช้างแล่น อำเภอห้วยยอด จ.ตรัง 92130,ยังดำเนินกิจการอยู่,18/12/2561,18 ธันวาคม 2561,61900000,"กรรมการ: นายวิถี สุพิทักษ์, นางสาววิลดา สุพิทักษ์, นางสาวนัยนา รัตติยาวงศ์, นางสาวณัฐวรา ขาวปลอด",,False,,https://www.woodworkgroup.co.th/,,https://www.dataforthai.com/company/0925561001690/,,,,,,,,,
'0505535003285,บริษัท สหฟาร์มเห็ด จำกัด,,ผลิตและจำหน่ายเห็ดเข็มทอง,การเพาะเห็ด,224 หมู่ที่ 14 ตำบลแม่แฝกใหม่ อำเภอสันทราย จ.เชียงใหม่ 50290,ยังดำเนินกิจการอยู่,1/10/2535,1 ตุลาคม 2535,100000000,"กรรมการ: นายเจริญ หลิวพัฒนา, นายชิช เชียง หลิว, นางหลิว หลี่ โผ เอ๋อ",,False,'053848266,www.unitedmushroom.com,,https://www.dataforthai.com/company/0505535003285/,,,,,,,,,
'0225565001381,บริษัท กิตติคุณ สมาร์ท ฟาร์ม จำกัด,"KITTIKOON SMART FARM CO., LTD.",,การปลูกพืชผักอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,96/21 หมู่ที่ 8 ตำบลเกาะขวาง อำเภอเมืองจันทบุรี จ.จันทบุรี 22000,ยังดำเนินกิจการอยู่,19/7/2565,19 กรกฎาคม 2565,40000000,"กรรมการ: นายกิตติคุณ บุญเหลือ, นางศรีสุดา บุญเหลือ, นายปีเตอร์ เดอร์ โดปเบอลาเรอร์",,False,,,,https://www.dataforthai.com/company/0225565001381/,,,,,,,,,
'0105562201894,บริษัท โชควนาลีแลนด์ จำกัด,"CHOK WANALEE LAND CO., LTD.",ประกอบกิจการธุรกิจเกี่ยวกับการเกษตร เกษตรกรรม ทำไร่ ทำสวน,การปลูกพืชผักอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,78/80 ซอยประเสริฐมนูกิจ 29 แยก 2 ถนนประเสริฐมนูกิจ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,ยังดำเนินกิจการอยู่,3/12/2562,3 ธันวาคม 2562,120000000,"กรรมการ: นายนำโชค โสมาภา, นายโด่งสยาม โสมาภา, นายเด่นพงษ์ โสมาภา",,False,,,,https://www.dataforthai.com/company/0105562201894/,,,,,,,,,
'0105559128596,บริษัท ซันกรุ๊ป (ประเทศไทย) จำกัด,SUNGROUP (THAILAND) COMPANY LIMITED,,การปลูกพืชผักอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1/97-98 ซอยพหลโยธิน 40 ถนนพหลโยธิน แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900,ยังดำเนินกิจการอยู่,18/8/2559,18 สิงหาคม 2559,2862000000,"กรรมการ: นายจำลอง เติมกลิ่นจันทน์, นายวิวัศ เติมกลิ่นจันทน์, นางวนิดา เติมกลิ่นจันทน์, นายวิทวัส เติมกลิ่นจันทน์, นางสาวธันยธร เติมกลิ่นจันทน์",,False,'025611455,https://www.sungroup.co.th/,,https://www.dataforthai.com/company/0105559128596/,,,,,,,,,
'0105526000574,บริษัท ทิปโก้ ไบโอเท็ค จำกัด,THAI SANKYO COMPANY LIMITED,พืชผักผลไม้,การปลูกพืชผักอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,118/1 ถนนพระราม 6 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,5/1/2526,5 มกราคม 2526,50000000,"กรรมการ: นางอนุรัตน์ เทียมทัน, นางสาวลักษณา ทรัพย์สาคร, นายสิทธิลาภ ทรัพย์สาคร, นายลือชา พิศิษฐการ, นายพสิษฐ์ อัครนันท์กรณิศ",,False,'022730000,www.tipco.net,,https://www.dataforthai.com/company/0105526000574/,,,,,,,,,
'0105560207712,บริษัท นพพร อาทร และบุตร จำกัด,NOPHORN ARTHORN AND SONS COMPANY LIMITED,,การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเองที่ไม่ใช่ เพื่อเป็นที่พักอาศัย,105 ซอยประสาทสุข ถนนเย็นอากาศ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,13/12/2560,13 ธันวาคม 2560,169720000,"กรรมการ: นายนพพร พงษ์เวช, นายอาทร พงษ์เวช, นางเมทินี พงษ์เวช, นางศรีวิฑูรย์ พงษ์เวช",,False,,,,https://www.dataforthai.com/company/0105560207712/,,,,,,,,,
'0575552000582,บริษัท พรีเซิร์ฟ อะโกร โปรดักส์ จำกัด,"PRESERVE AGRO PRODUCTS CO.,LTD.",ประกอบกิจการค้า ผลิต จำหน่าย ผักผลไม้ ทั้งสดและแปรรูป,การปลูกพืชผักอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,213 หมู่ที่ 2 ตำบลขี้เหล็ก อำเภอแม่ริม จ.เชียงใหม่ 50180,ยังดำเนินกิจการอยู่,18/5/2552,18 พฤษภาคม 2552,115000000,"กรรมการ: นายวรภาส มหัทธโนบล, นางสาวจริยา มหัทธโนบล, นางสาวภาพร มหัทธโนบล, นายภาณุ มหัทธโนบล",,False,,www.preserveagro.com,,https://www.dataforthai.com/company/0575552000582/,,,,,,,,,
