เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่เลิก,เสร็จชำระบัญชี,วันที่ร้าง,ศาลสั่งพิทักษ์ทรัพย์,พิพากษาล้มละลาย,เว็บไซต์,"สมัครงาน / ดูตำแหน่งงานว่าง
 ดูตำแหน่งงานจาก JOBBKK"
'0105512000739,บริษัท เซ็นทาโกฟาร์ม จำกัด,CENTACO FARM COMPANY LIMITED,ขายลูกไก่และสุกรขุน,การขายส่งสัตว์มีชีวิต,7/3 หมู่ที่ 1 ถนนพหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง จ.ปทุมธานี,ยังดำเนินกิจการอยู่,17/2/2512,17 กุมภาพันธ์ 2512,400000000,"กรรมการ: นายพงษ์ เหล่าวรวิทย์, นางสาวอรพินท์ กำบุญเลิศ, นายนิพนธ์ เหล่าวรวิทย์, นายไพบูลย์ เหล่าวรวิทย์, นางสาวนลิน เหล่าวรวิทย์, นางสาวนริสา เหล่าวรวิทย์, นางสาวรุ่งกานต์ เหล่าเมธาวุฒิ, นายทิพย์ มานุพีรพันธ์",,False,,,,https://www.dataforthai.com/company/0105512000739/,,,,,,,,
'0205556036941,บริษัท เค ซี เอฟ กสิกรฟาร์ม จำกัด,K C F KASIKORN FARMS COMPANY LIMITED,การขายส่งเนื่อสัตร์และผลิตภัณท์เนื่อสัตร์,การขายส่งสัตว์มีชีวิต,222/22 หมู่ที่ 2 ตำบลนาเกลือ อำเภอบางละมุง จ.ชลบุรี 20150,ยังดำเนินกิจการอยู่,18/11/2556,18 พฤศจิกายน 2556,1000000000,"กรรมการ: นางสาวภิญญดา ดีพลงาม, นางสาวศิริพร สุวิรัชวิทยกิจ, นางสาวรวีญา รุ่งเรือง, นางวาล เตชะวงศ์",,False,,,,https://www.dataforthai.com/company/0205556036941/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0735546000256,บริษัท ชอ อโกร จำกัด,CHOW JEED,ค้าเมล็ดพันธุ์พืชทุกชนิดและข้าวโพด,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,943 ถนนเพชรเกษม ตำบลสนามจันทร์ อำเภอเมืองนครปฐม จ.นครปฐม 73000,ยังดำเนินกิจการอยู่,24/1/2546,24 มกราคม 2546,30000000,,,False,,,,https://www.dataforthai.com/company/0735546000256/,,,,,,,,
'0105535167702,บริษัท ซีทีที เมล็ดพันธุ์ จำกัด,"CTT SEED CO., LTD.",ขายส่งเมล็ดพันธุ์พืช,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,1 ซอยสุขุมวิท 60 แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร 10260,ยังดำเนินกิจการอยู่,23/12/2535,23 ธันวาคม 2535,30000000,,,False,,,,https://www.dataforthai.com/company/0105535167702/,,,,,,,,
'0105548133160,บริษัท ที เค ออคิด ฟาร์ม จำกัด,TK ORCHIDS FARM COMPANY LIMITED,จำหน่ายและส่งออกกล้วยไม้,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,163/1 ถนนเลียบคลองภาษีเจริญฝั่งใต้ แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,ยังดำเนินกิจการอยู่,10/10/2548,10 ตุลาคม 2548,30000000,,,False,,,,https://www.dataforthai.com/company/0105548133160/,,,,,,,,
'0105513005122,บริษัท บางกอกฟลาวเออร์เซ็นเตอร์ จำกัด,"BANGKOK FLOWERS CENTER CO., LTD.",ส่งออกต้น และดอกกล้วยไม้สดขายส่ง ขายปลีกต้นกล้วยไม้ ปุ๋ยยา อุปกรณ์การปลูกเลี้ยง,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,357 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160,ยังดำเนินกิจการอยู่,7/10/2513,7 ตุลาคม 2513,30000000,,,False,,www.bangkokflowerscentre.co.th,,https://www.dataforthai.com/company/0105513005122/,,,,,,,,
'0735553001939,บริษัท ฟลอร่า แคปปิทอล จำกัด,FLORA CAPITAL COMPANY LIMITED,ส่งออกดอกไม้ ผลไม้,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,95/28 หมู่ที่ 9 ตำบลคลองสอง อำเภอคลองหลวง จ.ปทุมธานี 12120,ยังดำเนินกิจการอยู่,7/7/2553,7 กรกฎาคม 2553,30000000,,,False,,,,https://www.dataforthai.com/company/0735553001939/,,,,,,,,
'0735539002478,บริษัท แอ๊ดว้านซ์ซีดส์ จำกัด,ADVANCE SEEDS COMPANY LIMITED,จำหน่ายเมล็ดพันธุ์พืช,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,99/9 หมู่ที่ 4 ตำบลสวนพริกไทย อำเภอเมืองปทุมธานี จ.ปทุมธานี 12000,ยังดำเนินกิจการอยู่,8/10/2539,8 ตุลาคม 2539,30000000,,,False,,,,https://www.dataforthai.com/company/0735539002478/,,,,,,,,
'0345549000480,บริษัท เจริญชัยเกษตรอุตสาหกรรม จำกัด,CHAROENCHAI AGRO INDUSTRY COMPANY LIMITED,ขายส่งวัตถุดิบเกษตร,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,188 หมู่ที่ 7 ตำบลขี้เหล็ก อำเภอเมืองอุบลราชธานี จ.อุบลราชธานี 34000,ยังดำเนินกิจการอยู่,17/10/2549,17 ตุลาคม 2549,31900000,,,False,,,,https://www.dataforthai.com/company/0345549000480/,,,,,,,,
'0505558012981,บริษัท ซูพรีม ครอปส์ จำกัด,ZUPREME CROPS COMPANY LIMITED,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พิช,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,223/7 หมู่ที่ 5 ตำบลแม่เหียะ อำเภอเมืองเชียงใหม่ จ.เชียงใหม่ 50100,ยังดำเนินกิจการอยู่,29/12/2558,29 ธันวาคม 2558,42000000,"กรรมการ: นายสมยศ บวรสุจริตกุล, นายวัชรินทร์ แก้วเกิด, นายกฤษณะ สุริยะดี ไซนี",,False,,,,https://www.dataforthai.com/company/0505558012981/,,,,,,,,
'0405530000076,บริษัท ซีนเมล็ดพันธุ์ จำกัด,"HSIN SEEDS CO.,LTD.",,กระบวนการจัดการเมล็ดพันธุ์เพื่อการขยายพันธุ์,224/45-49 หมู่ที่ 6 ถนนประชาสโมสร ตำบลในเมือง อำเภอเมืองขอนแก่น จ.ขอนแก่น,ยังดำเนินกิจการอยู่,11/3/2530,11 มีนาคม 2530,35000000,"กรรมการ: นายวัชราวุธ สวามิส, นางศรีสุดา สวามิส",,False,,,,https://www.dataforthai.com/company/0405530000076/,,,,,,,,
'0105563123196,บริษัท โอจี ไทย จำกัด,"OG THAI CO., LTD.",ค้าเมล็ดพันธุ์พืชเพื่อการเพาะปลูก,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,98/1 ซอยเสรีไทย 73 แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,ยังดำเนินกิจการอยู่,21/8/2563,21 สิงหาคม 2563,40000000,กรรมการ: นางลิตา สถิตรัตนเดช,,False,,,,https://www.dataforthai.com/company/0105563123196/,,,,,,,,
'0105524008080,บริษัท ที เอส เอ จำกัด,"T S A CO., LTD.",ขายเมล็ดพันธุ์พืชและดอกไม้,การขายส่งดอกไม้ต้นไม้และเมล็ดพันธุ์พืช,1/1 ซอยพหลโยธิน 40 แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900,ยังดำเนินกิจการอยู่,15/4/2524,15 เมษายน 2524,42000000,"กรรมการ: นางจำเนียร นิลประไพ, นายชัยฤกษ์ สงวนทรัพยากร, นางสมพร ทรัพยสาร, นายจักร์ เชิดสถิรกุล, นางสุเทวี ศุขปราการ, นายมนัส เจียรวนนท์, นายมานาบู ฟูจิวาระ, นายประวินทร์ คุโรวาท, นายวชิรุฬห์ มาตรวชิระ, นายสุริยันต์ แก้วยอด",,False,,www.thaiseed.co.th,,https://www.dataforthai.com/company/0105524008080/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
